ID,Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
400793,C1orf226,41.9405729214,-6.8511601899,1.1996298653,-5.71106171,1.12273522320608e-08,1.21056705468477e-07
9180,OSMR,467.0299201485,-7.7825097495,1.3633328206,-5.7084445059,1.14013338855244e-08,1.22836436830818e-07
10381,TUBB3,81.1436013617,-4.7836329343,0.8384971987,-5.7050076516,1.16337862555066e-08,1.25242848281525e-07
9985,REC8,141.9949443173,3.069971362,0.5383679495,5.7023665038,1.18155438881298e-08,1.27100174840359e-07
10083,USH1C,39.0203215238,-7.9218931599,1.3899670773,-5.6993387032,1.20273058474709e-08,1.29214089248654e-07
134147,CMBL,277.905608973,-2.8746701977,0.5043910395,-5.6992887907,1.20308273960908e-08,1.29214089248654e-07
10124,ARL4A,86.5689001887,-4.5038577405,0.7905697898,-5.6969767863,1.21950524463878e-08,1.30875820057922e-07
2274,FHL2,115.4508458588,-4.0731441348,0.7150603737,-5.6962241016,1.22489852034201e-08,1.31352240861286e-07
5339,PLEC,2201.3950321065,-1.9102133826,0.3355004592,-5.6936237493,1.24370997401424e-08,1.33265701417915e-07
144448,TSPAN19,37.8517553833,-7.8837384328,1.3849604403,-5.6923925072,1.25271465109298e-08,1.34126189975889e-07
5757,PTMA,5902.7507569324,1.6233883683,0.2852759283,5.6905900812,1.26601101425442e-08,1.35444488385929e-07
6633,SNRPD2,414.5638340866,2.207462012,0.3881527363,5.687096355,1.29217556888401e-08,1.38136377391024e-07
81571,MIR600HG,168.971349367,2.8541292776,0.5020178148,5.6853147307,1.3057196855754e-08,1.39475984101534e-07
1933,EEF1B2,4297.1711924834,1.6570267541,0.2919001451,5.6766904082,1.37325682253555e-08,1.46576536352651e-07
8019,BRD3,513.7351061027,-2.7118162914,0.4777286736,-5.6764779704,1.3749625295728e-08,1.46644919207497e-07
6286,S100P,39.1125880822,-6.7610315919,1.1911921403,-5.6758530911,1.37999175213544e-08,1.47067387268985e-07
6150,MRPL23,321.6833019407,2.2822603918,0.402144244,5.6752282935,1.38503818373431e-08,1.474910344303e-07
26230,TIAM2,54.1516629656,5.0989838615,0.8985867988,5.6744477755,1.39136754501295e-08,1.48050538850722e-07
135293,PM20D2,367.6782223004,-2.5673933032,0.4526117198,-5.6723968715,1.40813290946902e-08,1.49603256408016e-07
5376,PMP22,37.9011327046,-6.7022116503,1.1815409488,-5.6724328149,1.40783740315111e-08,1.49603256408016e-07
4041,LRP5,734.7221695963,-2.0339677939,0.3586054941,-5.6718812937,1.41237833359462e-08,1.49938606594174e-07
1776,DNASE1L3,56.4682031104,4.4752579352,0.7892193173,5.670487071,1.423921157372e-08,1.50931258012741e-07
5142,PDE4B,67.9996764869,4.0996306048,0.7229702213,5.6705386808,1.42349224979843e-08,1.50931258012741e-07
56548,CHST7,49.5678347733,5.0245263723,0.8861340001,5.6701654286,1.42659702789769e-08,1.51098572900949e-07
112399,EGLN3,231.4428784235,-3.6329556642,0.640996777,-5.667666039,1.44755756039291e-08,1.53200769016525e-07
100129858,SCOC-AS1,33.6650053515,7.9292955189,1.3993066968,5.666588702,1.45668437525153e-08,1.54048288501063e-07
2242,FES,46.1243829785,7.3519734283,1.3001036401,5.6549133479,1.5592491715175e-08,1.646418852962e-07
754,PTTG1IP,748.774540673,-2.0886245115,0.3693392221,-5.6550303533,1.55818733436918e-08,1.646418852962e-07
10312,TCIRG1,364.9851560838,2.7142688085,0.4801024707,5.653519767,1.57195024000425e-08,1.65855807315084e-07
3485,IGFBP2,41.783163119,5.5676091582,0.9852000269,5.6512474689,1.59287571745763e-08,1.67934959829052e-07
22885,ABLIM3,35.3042675316,-7.7910222134,1.3798728709,-5.6461884116,1.64044062914321e-08,1.72817345238507e-07
10609,P3H4,85.2972463355,-4.6866201201,0.8302448223,-5.6448652184,1.65310703174708e-08,1.74018583487198e-07
971,CD72,48.1080252571,7.2642353731,1.2891965334,5.6346997413,1.75363602782892e-08,1.84460003568956e-07
3112,HLA-DOB,48.0514151246,5.5964142078,0.9937433685,5.6316493624,1.78494295443701e-08,1.87609767478192e-07
23098,SARM1,91.2912758219,3.9333363666,0.6985267068,5.6309033404,1.79268180516773e-08,1.88279449087372e-07
10988,METAP2,1847.2909302219,-1.8380373774,0.3264863309,-5.629752928,1.80467949460333e-08,1.89395060679827e-07
7336,UBE2V2,490.5059142394,-2.265834822,0.4025919635,-5.6281173682,1.82187112239791e-08,1.91053644206373e-07
3613,IMPA2,209.0622063429,-3.0472717481,0.541474226,-5.6277318511,1.82594645385983e-08,1.91335287086727e-07
9308,CD83,192.69877339,2.6216807494,0.4659503608,5.626523703,1.83877530334051e-08,1.92533058187798e-07
23332,CLASP1,568.5871667041,1.9771175147,0.3517034863,5.6215465357,1.89255502138287e-08,1.98013602503197e-07
6322,SCML1,116.7673788005,-4.4760871024,0.7964001574,-5.6203995706,1.90516314583367e-08,1.99181407403066e-07
1310,COL19A1,38.5255873508,9.5713237789,1.7048915641,5.6140366817,1.97660284287157e-08,2.06493509434739e-07
23062,GGA2,869.635621608,1.8864848793,0.3360619209,5.6135038272,1.98270214685574e-08,2.06973660804069e-07
79713,IGFLR1,64.6799080853,4.8014686372,0.8555928649,5.6118614756,2.00161645527831e-08,2.08789825550962e-07
7345,UCHL1,59.6402093639,8.9106639963,1.5885740535,5.6092216644,2.03238575038527e-08,2.1183890535242e-07
1356,CP,380.876959788,-9.8360441594,1.7546088444,-5.6058329985,2.07255729420598e-08,2.15862642843587e-07
3726,JUNB,1450.7266510758,-2.5506986379,0.4550492776,-5.6053240016,2.07865749150892e-08,2.16334353745929e-07
11156,PTP4A3,75.284325338,3.8718296735,0.6907668267,5.605118144,2.0811295900378e-08,2.1642804626307e-07
9126,SMC3,3508.5351407155,-1.6503086961,0.2944974204,-5.6038137584,2.09686013511933e-08,2.17899375097796e-07
7164,TPD52L1,40.6895324261,-6.1814331191,1.1039117658,-5.5995717327,2.14882003517832e-08,2.23130490681526e-07
55086,CXorf57,40.614576034,9.5681692319,1.7096294849,5.5966332569,2.18554348646311e-08,2.26772782706184e-07
5055,SERPINB2,58.146928162,-5.4350676489,0.971466755,-5.5947026711,2.21000173698766e-08,2.29137905998366e-07
84679,SLC9A7,258.0498774203,2.445764962,0.4371830203,5.5943731765,2.21420250267826e-08,2.29400709250391e-07
80004,ESRP2,70.3648386029,-6.2807268444,1.1231658759,-5.5919851015,2.24488087005336e-08,2.32404245862893e-07
11135,CDC42EP1,38.2003794873,-6.3749493713,1.140230529,-5.590930263,2.25856284022809e-08,2.336450168828e-07
5140,PDE3B,94.2361989889,-4.1950367691,0.7505204391,-5.589503697,2.27719518766622e-08,2.35395649692013e-07
114884,OSBPL10,74.7100797481,-4.7823016623,0.8556533444,-5.5890644189,2.28296257351519e-08,2.35814791258295e-07
22948,CCT5,5462.5902919018,-1.7292386627,0.3094413836,-5.5882592136,2.29357113968624e-08,2.36732991171962e-07
103,ADAR,1991.1525525065,1.7290156125,0.30941555,5.5880049088,2.29693153171245e-08,2.36902249139691e-07
81671,VMP1,484.1097449482,-2.3445235831,0.4197402726,-5.5856531668,2.32823482571647e-08,2.39951087689297e-07
115,ADCY9,66.2344774739,-4.9724186768,0.8904858438,-5.5839390499,2.35131138441036e-08,2.42148141001842e-07
5724,PTAFR,48.4927049791,5.0399949706,0.9034313759,5.5787247434,2.42288287229773e-08,2.49332393637276e-07
10902,BRD8,785.1678423229,-1.9705042028,0.3532531899,-5.5781639317,2.43070533265286e-08,2.49950573004461e-07
162514,TRPV3,46.8802635272,5.7890502138,1.0380858883,5.5766582316,2.45182897751977e-08,2.51934576055744e-07
92421,CHMP4C,79.4283539313,-4.709809363,0.8451671904,-5.5726362978,2.50913045652989e-08,2.57630255450858e-07
27131,SNX5,950.7656985039,1.8370522201,0.3297014243,5.5718661942,2.52024959554018e-08,2.58579110886682e-07
65059,RAPH1,60.962443556,-5.0892337889,0.9135714945,-5.5707011653,2.53716180938245e-08,2.60120483643983e-07
150771,ITPRIPL1,36.8604616371,9.5281841812,1.7109190035,5.569044567,2.56139970234499e-08,2.62410063255865e-07
25945,NECTIN3,33.849215631,-7.7216422704,1.3881877631,-5.5623903881,2.66104174964374e-08,2.7241549331483e-07
51700,CYB5R2,35.8535372757,9.5466387959,1.7167076336,5.5610161038,2.68208444251048e-08,2.74365681195593e-07
9351,SLC9A3R2,47.7588717782,-5.6339950089,1.0132526958,-5.5603059652,2.69302109047377e-08,2.75279936115318e-07
90273,CEACAM21,35.4701458411,9.6048673888,1.7276827065,5.5593931413,2.70714281724991e-08,2.76518170999362e-07
166929,SGMS2,36.1822292824,-6.6382026839,1.1941643526,-5.5588685673,2.71529065972018e-08,2.7714482649138e-07
3136,HLA-H,826.5506470121,1.8424881059,0.3316273476,5.5558991717,2.76186273163781e-08,2.816895403846e-07
79585,CORO7,122.4159908905,3.3788516344,0.6082871645,5.5546982276,2.78091769076261e-08,2.83423062058552e-07
3685,ITGAV,384.7170327052,-2.6862407238,0.4837506638,-5.5529447813,2.80896828250978e-08,2.86070150013884e-07
51201,ZDHHC2,128.4934675098,-3.4665172329,0.6244472125,-5.551337509,2.83492149668931e-08,2.88499882394051e-07
2009,EML1,33.5376022013,-7.7072991721,1.3884545006,-5.5509915294,2.84053851072783e-08,2.88858011478667e-07
255324,EPGN,33.6578153909,-7.0792930265,1.2766477229,-5.5452204232,2.93584086706395e-08,2.98329098882683e-07
6272,SORT1,160.0068386774,-3.4048647339,0.6140602014,-5.544838643,2.94225371279903e-08,2.9876026085199e-07
7089,TLE2,74.244715755,-5.3446526074,0.9644136603,-5.5418673824,2.99262923247117e-08,3.03651524700778e-07
92610,TIFA,150.2225332751,3.120998469,0.5634239514,5.5393429077,3.03608647793104e-08,3.07834128973729e-07
5800,PTPRO,38.1484562779,9.5006355719,1.7155383644,5.5379907375,3.05961438909078e-08,3.09991394579772e-07
55083,KIF26B,44.4979619645,7.2219388454,1.3047540525,5.5350959297,3.1105805770113e-08,3.14790438689941e-07
81786,TRIM7,66.972299758,-4.9077253965,0.8866646673,-5.5350411236,3.11155339572234e-08,3.14790438689941e-07
374383,NCR3LG1,61.0683406713,-5.0669220224,0.9154712273,-5.5347692767,3.11638310138895e-08,3.15047569185202e-07
4645,MYO5B,100.0639126265,-4.4236578923,0.7994659789,-5.5332659665,3.14322290917548e-08,3.17527778697264e-07
10938,EHD1,762.7253747516,2.0996312261,0.3795277808,5.5322201225,3.16202733304881e-08,3.18959372518308e-07
8875,VNN2,37.9721012629,9.4970752732,1.7166774121,5.5322422291,3.16162872608599e-08,3.18959372518308e-07
1081,CGA,237.1239727685,-8.8867273073,1.6066319691,-5.5312775285,3.17906877732631e-08,3.20443616361683e-07
9353,SLIT2,36.1428289796,-7.7950917305,1.4093626278,-5.5309340383,3.18530096421071e-08,3.2083693471995e-07
92521,SPECC1,978.6583807385,-1.994979102,0.3607335516,-5.5303397562,3.19611144839872e-08,3.21690486352354e-07
219972,MPEG1,42.5504343046,7.4493491364,1.3480436401,5.5260444952,3.2753109780688e-08,3.29421160387358e-07
51280,GOLM1,530.4799546699,-2.6732831556,0.4838561187,-5.5249547382,3.29570562635921e-08,3.31230443571825e-07
121260,SLC15A4,159.6587474609,2.7943643697,0.5061791799,5.5205043607,3.38028004494248e-08,3.39482683725843e-07
8829,NRP1,59.9777490481,-5.2009066971,0.9422252747,-5.5198123384,3.39361886599553e-08,3.40573893337409e-07
57522,SRGAP1,82.6890889407,-4.1865177007,0.7586527143,-5.5183585609,3.42180711643221e-08,3.43152674334705e-07
9185,REPS2,56.1513928945,-5.2818710443,0.9576618516,-5.5153821107,3.48022969942165e-08,3.48757516239714e-07
84929,FIBCD1,39.1609604478,-6.3993175134,1.1607900145,-5.5128984858,3.52971840476224e-08,3.53459583383063e-07
64127,NOD2,55.4985989237,8.8627229764,1.6079509964,5.5118116138,3.55158949161998e-08,3.55391247893281e-07
23030,KDM4B,423.763915985,2.3253128921,0.4223925379,5.5050993654,3.68960106064975e-08,3.68933311576517e-07
284836,LINC00319,35.7002262759,-7.0815285268,1.2864900759,-5.504534127,3.70145758638619e-08,3.69850286697761e-07
253982,ASPHD1,34.7204388193,-7.0402728383,1.2802316442,-5.4992179504,3.81479374393133e-08,3.80898441335682e-07
57560,IFT80,338.3036259203,-2.3389771575,0.4253545335,-5.498888511,3.82192675487429e-08,3.81334126723653e-07
90952,ESAM,54.8302642598,4.5634610502,0.8306541105,5.4938162498,3.93339755569867e-08,3.92171983667016e-07
25800,SLC39A6,654.7583366079,-2.240865998,0.4080413252,-5.4917623773,3.97942575919144e-08,3.96474046876316e-07
9046,DOK2,34.5387188668,9.474848279,1.7255446537,5.4909319552,3.99818379379617e-08,3.98054899904407e-07
51053,GMNN,755.4247859891,-1.9630576068,0.3578479304,-5.4857313399,4.11762294315623e-08,4.09649929944495e-07
5352,PLOD2,298.7274315142,-7.094021983,1.2940739079,-5.4819295402,4.20711799047879e-08,4.18251318490271e-07
3437,IFIT3,509.4183110978,2.0922475558,0.3817342442,5.4809008824,4.23165516170366e-08,4.20387156720762e-07
127602,DNAH14,70.4129692518,-4.7783624341,0.8720731647,-5.4793136948,4.26978770740506e-08,4.23869552582987e-07
352954,GATS,94.2803262917,3.7762859366,0.6892104777,5.4791476028,4.27379730857456e-08,4.23961924652472e-07
1363,CPE,33.904904168,-7.0147005954,1.2804259979,-5.4784115651,4.29160985833659e-08,4.2542243440919e-07
23231,SEL1L3,1117.708459085,1.9244979686,0.3513161128,5.4779667049,4.30241061843327e-08,4.26186271979912e-07
1364,CLDN4,37.2347294816,-6.6721427567,1.2183761684,-5.4762584249,4.34413138001419e-08,4.30009669097163e-07
126321,MFSD12,322.6942317343,-3.3655187633,0.6146679614,-5.4753443723,4.36661580201676e-08,4.31894939182044e-07
1435,CSF1,61.6620130464,4.3715624161,0.7984254271,5.475229455,4.3694505794218e-08,4.31894939182044e-07
5753,PTK6,81.1036248271,-4.7936918424,0.8758556069,-5.4731531141,4.42097813121561e-08,4.3667466204238e-07
93035,PKHD1L1,33.963341848,9.4587909624,1.7285416239,5.472122182,4.44678066444651e-08,4.38908408378236e-07
83604,TMEM47,33.3545303848,-7.6815742087,1.4048301481,-5.4679736329,4.55209575493245e-08,4.48981421559205e-07
8522,GAS7,71.7294169393,3.9302745366,0.719502327,5.4624903755,4.69500995823486e-08,4.62745827594386e-07
9618,TRAF4,344.2859441778,2.1614943637,0.3958749013,5.4600439595,4.76016704821656e-08,4.6883218946276e-07
27347,STK39,42.1123090987,-5.7941763441,1.0620158188,-5.4558286623,4.87449789586866e-08,4.79749546306044e-07
9856,KIAA0319,33.424714472,-6.6081538076,1.2115043324,-5.4545028282,4.9110053572442e-08,4.82997376884967e-07
114112,TXNRD3,35.7763369251,-6.6175942252,1.2138892794,-5.451563283,4.99289478067172e-08,4.90700701178222e-07
9053,MAP7,329.6923900394,-7.7565422101,1.423102161,-5.4504465124,5.02435125541442e-08,4.93440031639096e-07
7324,UBE2E1,210.2318747889,2.561444944,0.4707286379,5.4414470196,5.28495114339167e-08,5.1866352311732e-07
34,ACADM,468.6558390587,2.0680106309,0.3802255065,5.4389055849,5.36088530953457e-08,5.25740953183629e-07
3816,KLK1,33.319437682,9.5642692738,1.7591577339,5.4368457639,5.42320438725373e-08,5.31474029950865e-07
222584,FAM83B,49.546275971,-5.5557557901,1.0219116867,-5.4366300555,5.42977102633189e-08,5.31739098588647e-07
55704,CCDC88A,1951.8205152108,-1.8314759221,0.3368960569,-5.4363234137,5.43911914346769e-08,5.32275987820943e-07
727751,LOC727751,40.8049124771,9.5039503261,1.7487793874,5.4346193664,5.4913526636968e-08,5.37005929165065e-07
55705,IPO9,1093.6525618928,-1.9793562862,0.3642816003,-5.4335884237,5.52318942466762e-08,5.39735948816525e-07
25873,RPL36,2166.9316610981,1.6301090387,0.3001402055,5.4311585351,5.59893659052944e-08,5.46750056134751e-07
51360,MBTPS2,166.2797363616,-3.1212616643,0.5749009409,-5.4292164826,5.66019928381752e-08,5.51949602966597e-07
58526,MID1IP1,297.5808426199,-2.8836648597,0.5311371911,-5.4292279056,5.6598370511873e-08,5.51949602966597e-07
379025,PSMA3-AS1,653.2678222058,-1.9675090427,0.3624514138,-5.4283387179,5.68810134305841e-08,5.54277900867454e-07
10109,ARPC2,1085.7262071325,1.906698967,0.3513048026,5.4274776576,5.71560189053961e-08,5.56563807856011e-07
84196,USP48,1234.8941943517,1.7531912276,0.3230290469,5.4273485446,5.71973659161141e-08,5.56572813638852e-07
54888,NSUN2,1899.3365528798,-1.8717961258,0.345242807,-5.4216803009,5.90414048256786e-08,5.74110948477944e-07
143458,LDLRAD3,70.1436911906,-4.7711104457,0.8800599978,-5.4213467919,5.91516806371585e-08,5.74777339938628e-07
56160,NSMCE3,191.2179932528,2.6214273265,0.4838906387,5.4173962396,6.04732226250611e-08,5.87204373994687e-07
219285,SAMD9L,157.3314092594,3.1573036134,0.5832330544,5.4134510889,6.18214868306396e-08,5.99450740965547e-07
9337,CNOT8,734.7538806416,-2.0248603517,0.3740377115,-5.4135192513,6.17979468362941e-08,5.99450740965547e-07
79838,TMC5,55.9535825154,-5.6887359542,1.0510025416,-5.4126757349,6.20898689676168e-08,6.01629419996563e-07
1490,CTGF,44.1750758634,-7.3353843186,1.3556880001,-5.4108204232,6.27366596120843e-08,6.07469104218558e-07
64778,FNDC3B,393.6489674944,-2.3776294582,0.4395309687,-5.4094697022,6.32116432269166e-08,6.11638169776117e-07
1844,DUSP2,180.7848018767,2.8497159933,0.5273407371,5.4039367581,6.51939384569114e-08,6.2993357095664e-07
81792,ADAMTS12,32.1202627458,9.4464149427,1.7480316332,5.4040297459,6.51601313812654e-08,6.2993357095664e-07
571,BACH1,592.7340982507,-2.1204443894,0.3924199337,-5.4035083527,6.53499110791568e-08,6.3099784407357e-07
9516,LITAF,442.9161140666,2.0967365011,0.3880439027,5.4033486585,6.5408144561169e-08,6.31117549027846e-07
80031,SEMA6D,32.3920382594,-7.1742863004,1.3278940964,-5.4027548731,6.56251133148648e-08,6.32767636717348e-07
9766,SUSD6,226.764043097,2.4966584233,0.4623657842,5.3997473612,6.6734809364206e-08,6.43017207932647e-07
167227,DCP2,194.3629259423,2.546377044,0.4717057986,5.3982313802,6.73010373345789e-08,6.48019568573299e-07
3595,IL12RB2,56.9043047069,8.6392500504,1.6007769919,5.3969104341,6.77982107524912e-08,6.52350498847695e-07
3116,HLA-DPB2,35.9570842469,6.335453521,1.1742227354,5.3954444333,6.8354144847273e-08,6.57240377375769e-07
225,ABCD2,32.3488772806,9.5189330712,1.7648621832,5.3935843614,6.90658764365984e-08,6.63265560566592e-07
84687,PPP1R9B,831.1247853376,1.7722878722,0.3285936321,5.3935551359,6.90771162649788e-08,6.63265560566592e-07
83394,PITPNM3,71.2178710584,-4.961930091,0.9200627842,-5.3930342321,6.92777480404056e-08,6.6472844095355e-07
493812,HCG11,200.4766754955,-2.9079936179,0.5392618669,-5.3925445061,6.94668860301472e-08,6.66079076426947e-07
205860,TRIML2,31.7732803188,-7.6053453027,1.4111143305,-5.3896024854,7.06137018727897e-08,6.76604078696201e-07
10537,UBD,31.8350690178,9.4275517365,1.7496775449,5.3881652445,7.11805930983799e-08,6.81561603874543e-07
139065,SLITRK4,101.7320947582,-4.2102090777,0.7815949043,-5.3866895174,7.17672505009721e-08,6.86701370498878e-07
4152,MBD1,477.9210349405,1.9507460495,0.3621910208,5.3859591692,7.20593212864906e-08,6.89017218606729e-07
51347,TAOK3,690.6873493244,1.8257405815,0.3390467715,5.3849224799,7.24758775651e-08,6.92519332542583e-07
7991,TUSC3,37.6102169031,-6.0491001028,1.1242492895,-5.3805683128,7.42510554580234e-08,7.08989447019088e-07
84879,MFSD2A,31.7620014744,9.3990577992,1.7499180017,5.3711418421,7.82396357618197e-08,7.46556857106372e-07
10019,SH2B3,187.1142912546,2.5745462897,0.4795471075,5.3687036151,7.93046223553882e-08,7.56194837403975e-07
55565,ZNF821,90.8102968205,3.4919649735,0.6504795027,5.368293634,7.94850701732338e-08,7.57390955858309e-07
6692,SPINT1,32.0820804593,9.3550326771,1.742787814,5.367855227,7.96784692249268e-08,7.58708743262806e-07
2956,MSH6,1763.0556603549,-1.6862626729,0.3141664557,-5.3674179486,7.98718242856244e-08,7.60024290662586e-07
23657,SLC7A11,317.8623465401,-3.0165944275,0.5626340653,-5.361556673,8.25078283830993e-08,7.84565116717469e-07
1496,CTNNA2,37.8774641803,5.4966086807,1.0253052464,5.3609485566,8.27860926082342e-08,7.86667846185491e-07
10318,TNIP1,2450.2642402964,1.6038201494,0.299333515,5.3579705205,8.4161968072924e-08,7.99190440273166e-07
125058,TBC1D16,50.6825115658,-5.2164440003,0.9736948245,-5.3573705733,8.4441815476261e-08,8.01295215225802e-07
6284,S100A13,139.6424701641,-3.098968022,0.5785361737,-5.3565674248,8.48178576054763e-08,8.04309284689947e-07
5321,PLA2G4A,188.6536601909,-3.9869784504,0.7445334672,-5.3550023282,8.55553155236066e-08,8.10744073946689e-07
27290,SPINK4,32.4709371412,-7.6248571825,1.4247091439,-5.3518693379,8.70502476782238e-08,8.24343095104171e-07
54970,TTC12,69.4841700519,4.4433899986,0.8303032946,5.351526397,8.72154122543641e-08,8.25339526687519e-07
283149,BCL9L,375.6820735747,-2.2476489972,0.420297967,-5.3477512942,8.90537197733077e-08,8.42157051894694e-07
83442,SH3BGRL3,255.9083307707,2.3558274471,0.4405672085,5.3472600816,8.92956593738445e-08,8.4386543165303e-07
28974,C19orf53,574.9399024171,2.0067705434,0.3754918958,5.3443777777,9.07281701163755e-08,8.56814934384345e-07
4776,NFATC4,68.672946261,5.1395567502,0.9617674629,5.3438663177,9.09846803736231e-08,8.58648433217557e-07
221188,ADGRG5,112.9979468333,11.2127797832,2.0986482357,5.3428581276,9.14923711174246e-08,8.62848258846452e-07
100526783,C15orf38-AP3S2,30.977502353,-7.5639121288,1.415779977,-5.3425760016,9.1634930730304e-08,8.63601205493193e-07
197259,MLKL,296.9216540783,-2.467255958,0.4619176766,-5.3413326292,9.22657791549744e-08,8.68951787404133e-07
9976,CLEC2B,843.5459268109,-6.363593046,1.192025309,-5.3384714216,9.37334777150612e-08,8.82171055815911e-07
9055,PRC1,1946.4803526339,-1.7160048417,0.3215020263,-5.3374619795,9.42566596020023e-08,8.86489034193968e-07
4881,NPR1,127.2499094499,-4.566468759,0.8558497802,-5.3355961112,9.5231168690802e-08,8.95042977272118e-07
1495,CTNNA1,2199.2145677698,-1.7122002316,0.3209108358,-5.3354391337,9.53135985681704e-08,8.95206643032154e-07
23031,MAST3,130.9578072257,3.0447165143,0.5708061388,5.334064067,9.60386129887516e-08,9.00787235859756e-07
54830,NUP62CL,84.7709310498,-4.2244694517,0.7919675107,-5.3341448921,9.59958500750997e-08,9.00787235859756e-07
3678,ITGA5,706.6450433515,-6.2113241025,1.1650937775,-5.3311795344,9.75768914954523e-08,9.14592388700397e-07
166,AES,1997.1956980448,1.8472333373,0.3466267102,5.3291719386,9.86615606398245e-08,9.24129951326356e-07
64762,GAREM1,43.51512881,-6.0254469065,1.1308301035,-5.3283396753,9.91146319981049e-08,9.27742602299053e-07
140885,SIRPA,38.2156055296,6.6191688767,1.2445254965,5.3186285819,1.0455231954124e-07,9.77535842782498e-07
3205,HOXA9,30.0730763177,-7.523481304,1.4145639396,-5.3185869463,1.04576243475824e-07,9.77535842782498e-07
7107,GPR137B,31.2134207105,9.3066964439,1.7499623844,5.3182265668,1.04783540304934e-07,9.78809068153755e-07
1653,DDX1,1618.1235881563,-1.8132471327,0.3409665283,-5.3179622693,1.04935821788336e-07,9.79567003527859e-07
164668,APOBEC3H,32.2642607436,6.724351998,1.265579638,5.3132586809,1.07682006798404e-07,1.00386351927472e-06
22873,DZIP1,41.9787872658,6.3883210663,1.2023559384,5.3131696385,1.07734659076815e-07,1.00386351927472e-06
56897,WRNIP1,436.3405074824,-2.3509987633,0.4424883565,-5.3131313602,1.0775730129189e-07,1.00386351927472e-06
51496,CTDSPL2,609.1540811863,-2.0117413465,0.3787578225,-5.3114186084,1.08775149823092e-07,1.01266060710896e-06
8514,KCNAB2,372.1490561946,2.1134245859,0.3979824003,5.310346851,1.09416796543633e-07,1.01794585919546e-06
9341,VAMP3,229.9558832354,-2.6091781941,0.4914052834,-5.3096258467,1.09850511401697e-07,1.02129081126939e-06
727910,TLCD2,122.8698420876,-3.6097902451,0.6800996178,-5.3077375001,1.10994332300789e-07,1.03122871892683e-06
79891,ZNF671,32.4383850274,9.2806132731,1.7496502472,5.3042676888,1.13126206031231e-07,1.05032685828997e-06
55806,HR,32.6657336249,-6.934102301,1.3074679786,-5.3034586042,1.1362898031982e-07,1.05428398249569e-06
6223,RPS19,7624.9751337504,1.655078649,0.312148767,5.3022110738,1.14408449772069e-07,1.06080130970479e-06
26577,PCOLCE2,38.4482676659,-5.8558099798,1.1046176972,-5.3012096352,1.15037900023054e-07,1.06591981522034e-06
53833,IL20RB,79.6222259737,-4.5179158626,0.8523305051,-5.3006619328,1.15383572387036e-07,1.06840377148426e-06
23404,EXOSC2,520.4775844227,-2.0502001653,0.3868513584,-5.299710395,1.15986509553322e-07,1.07326495298366e-06
7546,ZIC2,29.7652417661,-7.5058025183,1.4172600928,-5.2959951079,1.18370006807341e-07,1.09458470364693e-06
64110,MAGEF1,289.9477385853,-2.5347011091,0.4788185849,-5.2936564895,1.19894551134143e-07,1.10793830507787e-06
10497,UNC13B,121.4617502503,-3.3297606808,0.6290245517,-5.2935305495,1.19977188270154e-07,1.10795835364973e-06
3311,HSPA7,30.0557082818,9.3309540056,1.7627758596,5.2933298099,1.2010901998218e-07,1.10843237006343e-06
57492,ARID1B,599.6146277468,1.9563342338,0.369766571,5.2907276837,1.21830650079615e-07,1.12356746212071e-06
1326,MAP3K8,140.7341009661,2.7600268168,0.5224216856,5.2831398332,1.26988387117182e-07,1.17035013535239e-06
3655,ITGA6,179.3722164793,-3.4044062818,0.6444738903,-5.2824580374,1.27462036605948e-07,1.17392962008515e-06
57162,PELI1,165.8967126448,2.7534021609,0.5216940459,5.2778102083,1.30736766812246e-07,1.20314272682376e-06
7297,TYK2,586.6968600248,2.0762066762,0.3933916236,5.277709416,1.3080867616059e-07,1.20314272682376e-06
100885776,UGDH-AS1,818.800766449,-2.0543468771,0.3893450668,-5.2764168658,1.31734233292276e-07,1.21084690133601e-06
5954,RCN1,1152.5798531889,-1.788604474,0.3389961814,-5.2761788239,1.31905377459763e-07,1.21161116894161e-06
22872,SEC31A,879.9779687722,1.8849275959,0.357280252,5.2757676516,1.32201503456804e-07,1.21352166739783e-06
8932,MBD2,1004.1411441557,1.7245148144,0.3268971794,5.2754043878,1.32463660781526e-07,1.21511801818843e-06
55620,STAP2,34.7411463467,6.5386037053,1.2396265616,5.2746560197,1.33005323204118e-07,1.21927449746837e-06
8500,PPFIA1,776.572992182,-1.8957097071,0.3599015777,-5.2673003532,1.38444594115516e-07,1.26829249259916e-06
4582,MUC1,71.2744452268,-5.4479251759,1.034402896,-5.2667342649,1.38871999942123e-07,1.27136207925737e-06
10175,CNIH1,476.3728295035,-2.0606427033,0.3915479072,-5.2628111789,1.41869261429609e-07,1.29793877782345e-06
23216,TBC1D1,376.8136126274,2.127770041,0.4045921031,5.2590498553,1.44801631143748e-07,1.3238868919112e-06
2833,CXCR3,29.5459728283,9.3780693312,1.7837938391,5.2573728676,1.4612784497578e-07,1.33512561212443e-06
91942,NDUFAF2,498.8426059484,-2.3950587199,0.4556698561,-5.2561271895,1.47120562133208e-07,1.34330438992848e-06
6603,SMARCD2,311.7097362732,2.121462116,0.4037229769,5.2547470356,1.48228063836726e-07,1.35251968917686e-06
